key,value
990087,4316
247117,2724
117824,4476
672338,1155
942036,2949
668977,1157
672386,1232
870904,4115
665138,2215
876283,4278
726311,1795
981657,1380
470825,2305
239357,1385
295010,2516
569144,3065
483089,4615
302045,4006
602202,2630
54066,2566
464430,3157
680715,4522
323030,2293
850469,2349
943147,3580
863918,3102
645905,1984
896598,2675
137507,4863
215421,3611
949283,4083
292482,4935
99359,3169
922732,2673
272498,4139
77031,3144
885461,2916
133176,1426
810344,4820
652557,2528
225951,3616
451776,4044
351586,4121
389297,1184
661179,2487
83242,3351
828501,4968
618488,4214
121293,1756
106409,3041
19570,4816
982129,4145
363599,1967
76700,4161
537993,1729
623623,1163
892110,4735
646113,4686
609016,4375
847427,4805
95859,2630
841420,1550
343882,4382
495866,1124
168371,2724
87458,2686
570750,2315
325485,3457
523268,2048
508218,1083
734325,4902
55160,1023
989422,3545
896910,3212
258803,2474
103663,1050
10201,1124
784870,2763
784397,4905
730823,2986
683538,3034
832197,4779
467624,1709
815418,1410
275218,4563
534921,2538
254181,1790
32702,4073
596041,4926
199977,1976
358288,1290
966976,2741
657622,2869
114657,1512
421602,3347
695394,3654
749486,1806
245364,4047
120045,3002
434655,1494
359539,1756
939591,4462
854102,4990
190854,2560
815661,2819
197209,4519
740925,3993
423815,2798
93929,1994
835495,2266
646685,2678
167160,2969
219901,1507
553768,1410
150287,4154
848635,3061
141828,3528
342673,1146
370221,4406
81987,4056
435533,4634
181889,2710
406333,1619
684457,2748
447127,4609
427371,4260
434188,4749
63565,4133
232182,1998
316310,1549
380547,4177
833275,3333
314241,2081
542401,3605
740418,2176
361249,4505
809506,2659
692835,3781
799599,2344
564953,4575
952362,4798
780543,4021
772742,1954
227355,2219
815332,1231
152108,4114
351898,2273
401470,4371
28386,3905
779832,2632
916057,4805
646278,4746
960843,1751
255817,1534
412229,1401
226036,2129
282872,3141
732970,2808
639958,4173
513300,1616
700244,3624
690980,2041
983787,1325
467342,1537
713493,4221
980574,4811
246610,3012
491871,1039
378571,1639
384166,3859
196199,3394
13175,2868
120676,3820
415220,4784
313340,2175
917351,1720
130328,3332
605597,2423
166812,3222
946453,1845
431851,1621
695898,4120
861225,2854
13523,3583
945011,4632
137550,3144
284038,2982
147810,2287
809635,3197
381889,3243
554000,4336
54575,3314
309050,1739
390917,4545
323706,4126
969901,2336
56561,1194
355079,3489
504934,3802
479652,1591
704420,3201
629438,2382
895941,4026
473586,4488
573346,1759
755490,3704
185606,1855
308019,3909
353221,2527
828213,4157
190704,2043
784778,3676
959763,4596
383146,3397
525137,2791
580672,4274
630225,2911
827631,2564
391779,3084
929659,1180
671503,2555
935246,3674
207794,2140
416753,2477
408917,4615
318150,4402
273548,3655
206145,1107
461660,2989
180508,1945
61775,2376
881826,4179
154747,1186
522033,2272
668455,2742
638334,3704
279255,1432
469004,3848
474924,1210
462737,4742
507405,2174
314538,2289
929684,2128
359351,2787
189522,2595
827906,2082
795698,2235
903196,3256
455997,2885
236590,4297
108681,2877
200144,1768
42436,3487
962704,3808
21395,4966
927231,1747
175681,2285
990727,2067
569256,2965
89562,1834
307061,4681
245163,3680
493988,1916
708084,3915
467264,1889
626662,4601
959609,1631
950524,3782
851193,2286
891333,4758
868065,1779
821215,3946
764688,3265
999315,1577
569118,4482
669852,4949
596337,4383
354993,2503
378422,4161
890239,3745
227123,4016
821581,3072
886511,1267
53205,1096
944187,2360
494945,3696
281040,4421
383912,2888
647375,4689
206233,1342
641981,3443
685197,2751
751620,4192
632227,1556
813946,3129
792042,3686
214589,2871
209760,4391
394277,3816
548718,3051
518448,2638
888713,4225
417088,4717
204691,1501
396816,4713
120691,1962
983777,2355
593467,3314
222950,3654
425571,1902
183210,2339
690196,2803
310127,2545
627196,1029
448718,4463
64963,3128
55555,2941
800666,3280
941491,2121
423466,2598
913440,3650
675170,1548
210352,1841
984940,1963
90001,1266
666480,1577
249270,2950
249768,3671
877862,4267
821448,3188
531669,1046
677350,2674
493637,2973
158035,1745
634335,1362
236236,4183
58946,3518
436466,4205
540790,4570
242842,3145
531626,4913
914682,2607
648701,2629
213576,2678
894311,4395
190342,1064
285656,4812
232650,2843
481425,4598
930313,2823
965185,2042
364506,2264
419590,2972
309964,3150
585930,2753
198318,2585
738251,2292
2475,2369
304667,2589
76366,2258
739496,3328
127669,2016
605191,2546
46321,2575
588763,3260
646566,1542
311717,2654
883799,3693
781478,1174
745356,3158
900724,2629
568951,4219
383563,1786
641861,2794
12462,3950
363251,4111
489345,1944
402495,1633
360432,1707
185255,2400
703630,3204
411568,4443
569503,4045
720086,3532
182065,2232
777040,4336
160035,4476
690817,4159
362625,3496
135960,1266
91031,2462
554043,3548
794885,4123
838321,4155
505987,1310
743964,2863
515121,4683
421605,2235
865871,1867
359869,3181
502776,4852
166696,4522
722402,1732
998924,4146
540820,2164
25486,4248
768726,3452
400884,2282
412803,3739
948178,3225
943623,1260
190306,2661
127512,2857
740646,2044
405520,2365
638109,1722
400699,1793
285590,3497
45779,3745
557803,4476
264442,3335
692452,1378
51675,2912
51410,2081
297190,4225
704788,1839
309232,4624
424911,1637
39518,3911
864194,1375
812471,3444
876200,2680
953703,4176
560715,3091
474469,4075
784522,1854
579705,2855
459729,3820
323424,4123
717119,4120
363461,2063
131339,4365
539091,4724
979274,1304
135346,4010
543922,3127
822829,4739
537594,1847
283189,3548
166448,3918
572776,2977
410700,2398
305885,1744
518365,4881
404301,2266
696856,4236
970024,3887
590770,2849
374929,2492
529890,3215
292289,3656
487513,4041
690684,3319
751648,2963
238863,4101
741943,1691
172717,3187
918734,4940
810801,1480
458663,3273
221524,2581
26854,1856
546034,4554
410179,3874
711659,3390
820598,3348
568586,1391
188137,1398
711948,2014
289324,3219
24666,4220
683157,2406
584797,2541
540662,4921
578796,3870
690363,1456
258546,1461
449697,2510
935830,1434
385103,4762
519266,4615
72195,2154
150879,2482
738796,2422
646340,4553
183431,1663
324936,1165
474376,1920
117541,1146
313971,4764
349236,3142
763401,4504
564909,1564
339236,3133
638377,1669
260542,1602
527134,3022
849893,3563
654765,3076
544201,2736
104543,1298
782056,1140
221144,2752
723371,3807
5133,1870
637611,2597
457247,3024
836473,2812
355288,4972
124357,2819
330948,4656
816696,4897
144575,1709
913195,4637
887372,3801
56342,2585
254075,1599
205641,1193
232338,2246
76973,3192
954895,4636
100817,4557
882289,1500
948933,2905
221024,3980
496770,3142
113625,2994
2243,2547
649701,1901
83291,3956
550635,2288
689922,2706
803199,3686
846314,3325
247812,2148
251409,2936
596692,1001
253822,3976
504390,4468
323038,2319
378008,2219
171229,1160
647137,1458
741592,3834
339309,2500
632900,3255
242374,2419
387171,1052
470504,1142
453724,3681
295640,2730
184649,4000
591060,3570
525293,3839
282844,4621
225636,4232
552072,3655
137728,1124
174502,1156
356035,1419
834184,4955
288479,1276
233157,2158
388971,1069
905197,2533
754793,2898
260567,2913
656066,3915
685069,4666
530103,1416
778307,2991
304862,2978
284641,4118
522144,2645
559049,2763
505354,2712
140950,4561
155359,4190
418807,4469
148075,2105
607093,2344
899539,3448
580193,1654
523953,4778
628950,2236
292227,3472
881021,3311
716549,2342
89155,4735
146014,4457
415777,1497
163985,3851
960874,2595
715164,2842
365351,4844
543912,1977
179127,1139
375623,2943
576892,2939
809279,2122
327427,4908
714146,2899
53543,2305
616108,3304
506988,1590
125174,4798
743441,2713
644010,3287
331492,2199
216774,1775
428638,4377
303718,1755
669013,2078
96724,3233
288761,4164
34103,3672
249887,1309
166204,4940
217189,3306
446302,1722
974013,1478
647730,2055
651898,3674
145467,4154
471655,2501
454671,1024
466042,1606
404156,1086
623220,2735
257851,2573
308331,2445
971368,3579
853603,3140
152072,3666
405580,2860
660606,3469
915154,3540
561228,2342
980305,4857
296731,1047
417409,4680
182030,4322
139483,4221
73007,2191
476949,1418
165117,3888
777102,4072
154095,4162
396002,1057
304637,3422
80818,1427
283000,1228
363890,2742
643576,2405
852397,4334
461780,2825
931337,4501
731504,4161
928175,2756
689432,3245
702307,2215
952384,4454
299485,1512
21639,4740
252433,3644
715139,1802
600667,1871
349165,4409
21035,4355
913961,4382
693404,4433
887438,4592
24270,4581
271788,2449
890020,4197
286644,4193
138011,4923
720873,2430
12157,2130
837578,4052
728907,4076
818534,3250
732966,3370
75544,4380
386630,2770
341464,3595
550864,2032
621472,4233
336105,1198
753260,1869
562561,1467
483515,1288
191357,3325
124685,1547
107769,3710
494466,3860
486924,3149
718778,3865
821649,4865
743681,2959
318053,4549
311625,2653
978609,1980
428508,4490
664030,2673
21767,2897
990102,4428
166412,1849
155573,4676
6520,1270
430968,1908
315328,1615
65691,1856
261427,4484
624708,2704
584644,4028
216896,1693
606328,3920
392567,1503
10715,4886
852515,4568
713635,3862
582583,1255
560123,1709
284678,3227
577940,1075
75755,4676
596038,2999
829021,3298
831808,4682
309996,3505
901591,2676
413335,2613
370166,2249
144358,1486
931859,1687
61604,1851
87016,4310
97974,4407
218755,3054
444832,4124
603015,3266
356841,3793
144573,4005
946080,3516
321714,3043
406795,1993
591095,1819
435270,4414
183735,3354
225433,2501
774681,2538
606907,1913
388281,4978
362614,3257
178826,1383
941681,1551
104510,1589
252988,2068
875333,2122
711495,3277
683732,4902
395380,1413
677070,4972
908406,2320
329919,2407
286693,3181
898938,4044
943765,2959
624273,3533
146853,1063
550405,2870
266640,2707
433268,4358
743263,2553
957807,2775
845559,1672
884093,2985
120542,2174
293195,1106
785097,3537
755755,3299
797412,2294
840290,2565
482182,2733
982090,3743
96612,4395
981003,2445
95644,1967
624710,1407
491267,2134
822675,2938
480617,4610
642190,3370
751019,3674
490041,1319
203971,1810
841696,2413
629518,1197
461989,2020
744336,4494
166608,1678
669790,4729
255165,1621
680866,1670
8784,2327
89439,2826
517216,1236
47112,2527
259563,2501
307308,4511
308501,4081
261951,4243
217088,1681
826210,1301
219779,2839
949054,3832
246179,1343
109866,1348
726768,1655
959385,2899
175962,2466
603276,2964
458202,2278
222405,4632
14579,2378
681828,4870
122620,1211
989961,2998
628895,2769
974145,4308
136042,4623
312999,2848
495956,4481
718909,4660
195178,1539
980821,1819
14283,2069
545693,3913
619770,1631
868596,2528
689272,4854
629298,2812
562598,1262
179508,4362
299809,1214
779875,2640
975661,4203
702158,3147
839535,4696
120944,4096
107037,2762
528911,1029
900136,4936
60274,3960
582032,3807
388704,3255
111278,4635
547828,2372
345810,2112
958751,3457
69210,4536
973822,2727
782591,2972
903958,2933
869646,3231
968645,2771
613785,1485
392651,3030
896795,2688
942143,4352
160834,2905
640820,4985
119407,1878
172689,1386
94537,2714
174046,4211
110802,1912
579734,4645
743988,3071
25731,3902
88281,2721
226411,1049
528976,2164
715136,3702
13569,2074
424654,1979
824442,3225
16021,4477
628956,2251
443313,1218
141830,1533
259398,1386
93029,1077
802757,3631
928149,3568
791633,2992
304532,3946
678411,1631
14926,3308
401223,3195
782838,3697
577793,3964
931856,4678
716884,1920
472904,1680
512906,1922
440422,1261
556263,1797
300405,4528
76735,3541
962781,3549
218614,3111
743061,2491
324849,3825
581660,4863
511763,4753
325302,4833
221506,1536
341725,3921
902239,4477
811239,1881
177673,1478
43934,1142
346287,2305
605629,4456
545519,3307
568675,1299
321182,1809
817403,1276
717893,2096
219862,1510
920036,4139
206079,1473
574571,1094
377373,1040
342568,4695
379284,1078
119987,4412
514959,1362
383954,4629
613348,4283
741435,3934
7171,3750
696895,3766
227657,3913
329,1649
551458,2919
153194,4299
584872,4336
925111,3746
343453,2877
287604,3693
299273,4175
993314,3651
698296,1166
986231,4571
636917,1380
435097,4171
597379,1511
624350,2398
693687,1704
32347,3821
72980,2730
673435,3891
775127,3935
975419,2701
757445,3537
773752,1319
522601,2827
826810,3982
933423,1938
571155,3320
213152,2818
743717,1148
304352,1290
492065,4767
131115,2781
348480,2563
385193,3559
656754,3389
422119,1883
710219,1716
467268,1507
296594,4188
999770,1697
471268,1050
807768,3155
394173,1176
735403,4467
45882,4665
99336,3650
194326,2790
790497,3725
69835,1411
758696,4440
683843,1167
547269,4600
147814,4234
877662,3302
674427,3227
90709,3534
366632,2208
182557,1446
392555,4230
46973,4099
504422,4649
424044,4310
810118,1312
267439,1405
612083,4372
194610,4334
359873,4554
750083,1252
48844,3705
545644,1377
893515,3172
235367,1736
234593,1528
398581,1274
380601,4555
331008,3950
596217,4785
978813,4594
555414,1474
331348,4647
80829,3739
472074,1418
779266,3267
869095,4628
751400,1688
975468,1695
265242,2097
563459,1576
873205,4119
94052,3979
422779,3093
324336,1347
432414,4826
197477,2311
711006,4445
563608,3970
148044,1387
845786,2706
702272,2955
694557,3742
857333,4733
697472,1211
784683,3088
862897,1948
481249,4904
545289,1176
494435,4503
305119,4696
398911,1518
292179,1685
298701,4007
724808,2216
586777,2380
794790,4215
153181,1631
782310,1985
662062,1728
70375,3708
421419,1243
773140,2144
466295,1326
442960,3526
455737,4986
616804,3543
747621,1967
934659,1123
896722,2367
156849,3557
645693,1294
33500,3633
93304,2942
795789,2840
513125,1502
939960,1502
531561,3284
166005,1774
69280,2280
165392,4533
897076,1757
293582,3498
574591,2886
891635,1695
229234,4881
65605,3677
153132,3322
820210,3578
999332,3108
415637,1347
373038,1583
159349,1871
393871,4380
972237,1143
322241,1263
357857,1354
875214,1111
912870,4255
620215,2217
641607,1673
650708,2367
43406,2720
794374,1350
605862,1698
258759,1530
965399,4832
853627,2393
413407,2078
538864,2331
934155,2458
197884,3890
574079,3566
224874,1718
106744,1475
49957,3785
749599,2222
624304,3716
742164,4595
122786,2495
1273,3209
178283,3529
276625,2640
115332,3513
819483,3392
398832,4950
894013,4856
794834,2739
612842,2112
293706,1143
780994,2033
120574,4533
256364,2525
739446,3971
479094,3031
702713,2447
389550,2829
904486,1684
187732,2841
401841,3796
489330,4259
93582,1076
516239,1139
413548,2690
811137,4277
775662,3495
793871,4734
617368,2900
436145,3083
372851,2174
44203,3128
562319,1626
192203,4709
256999,2866
564008,4633
592291,2560
615306,4815
398256,3984
268019,4563
39517,3936
862220,1211
241481,2703
297217,2053
441812,3557
911388,3695
281347,4591
291988,4462
675490,1962
965605,4901
908355,2809
390810,3453
297294,4265
92454,4244
573748,2456
946646,2812
670756,4970
407153,2357
762042,1923
908951,4851
394383,2133
21550,2082
364465,3341
12837,2093
994923,2114
189060,2372
736595,1693
395961,3790
731359,2471
77743,3545
805980,2589
160223,3540
3442,1125
28277,3103
67389,4764
336252,3118
457202,3551
752888,3752
21764,3619
797704,4966
658741,3130
735228,1905
706355,1261
871105,3224
546404,4480
522370,3191
313774,1598
929399,1621
558928,1751
349305,3440
984733,1248
706808,1762
497272,3267
419007,1407
440726,3809
103402,1712
186230,2729
411345,3798
390942,4639
384176,4759
920804,3127
884357,2041
636645,1044
867705,2976
420087,3308
762548,1773
181697,2902
963494,3945
863032,4896
632550,4913
203171,3816
986496,1786
64571,1759
946689,1765
638479,1421
946007,4942
45792,4168
491672,1388
289008,3425
200864,2027
971235,4348
658141,2651
194572,1411
167640,1507
304941,3980
273397,2273
14641,1745
171420,1512
250605,4660
71862,2749
522029,2302
261841,3113
461820,4618
399392,1909
178213,2985
223279,3765
332778,1260
999716,2682
92290,2329
894865,3927
327990,2187
196423,2005
798530,3279
582767,3390
851341,4988
170160,2087
792409,4784
668932,4887
984531,1254
960420,3567
503777,2143
671504,3704
36905,3436
957349,1480
849207,2203
665284,1208
949894,2411
179567,4987
933283,1421
38214,4696
137403,3376
68397,1119
902497,4350
147435,2817
741745,2809
576073,2938
73978,3041
673576,2242
414001,1728
385559,4396
718050,1101
880476,1711
18953,3556
226233,1922
576793,4292
589267,1265
591389,4663
952050,2889
875003,1930
159824,2162
480692,3278
83207,3992
960511,3471
592300,3324
770235,4424
672893,1090
346539,3344
581126,2000
652875,4938
559345,3017
149797,4495
578514,3080
74430,4075
996002,2467
280312,3674
930657,2033
891477,1981
923938,4236
395306,2567
961026,2158
955142,1926
490333,2920
422844,3897
678377,3923
684245,3451
526978,4781
222891,1887
618672,2140
881599,1566
484574,3311
999647,4723
822199,1386
553103,1125
376111,1314
528201,2509
333688,1138
173686,3874
574726,1397
281937,2219
463936,1621
45117,2512
857240,4612
463286,2987
88327,4467
334799,5000
767802,3402
846935,2196
601749,1101
55912,1996
922736,1224
158861,2901
220133,1898
267987,2543
203726,4164
921511,4281
334389,2454
593037,3676
99403,3477
185416,1234
59870,1104
630473,1537
114522,1117
921983,2111
368076,3704
873144,4871
949079,2233
257522,4718
608019,1392
580445,3468
558819,4143
557196,2070
149110,3202
277580,1324
134313,4218
606115,1156
386460,4800
30866,4178
105682,2901
595546,3747
485265,1878
869933,2753
245065,1349
123008,2219
618499,4995
468993,2259
48570,2125
55566,1415
581613,4225
266797,2751
930418,3524
401570,2517
589737,3321
270265,2298
300287,3512
175681,3655
919564,4272
331968,4101
391388,2647
359897,4484
218667,2901
891720,4692
413592,2221
118906,3792
103902,4545
554805,4794
509202,2974
159970,2730
754097,4733
209280,2196
126523,4670
160053,4099
323269,3567
188162,3364
698233,4793
158535,4109
431519,4866
500721,3854
895905,1646
367052,2841
105770,3382
713252,4285
533772,1668
858914,1857
689306,4744
455069,4386
936419,1839
475622,4923
104005,1634
596020,1967
99950,3973
151153,4763
880605,3230
571238,2896
471725,1182
920650,1876
940669,4705
101162,1264
523144,2104
877781,4479
462832,3124
466574,4769
435427,4380
905112,3842
913212,2785
424550,2462
254863,3793
283489,3847
262203,1672
886378,1273
260506,1330
1216,1527
693195,1168
811053,1630
357508,2764
825353,4591
887292,4258
922054,3985
995844,2316
482394,1597
816596,1864
808808,4370
298542,1693
157285,3626
52347,1932
46319,1605
397687,1168
155102,1190
30882,1532
319052,2323
120152,1086
853500,4695
34577,1501
915190,2427
309645,2679
507101,4371
688112,1448
327579,3706
141580,1721
367247,1616
451874,1337
4743,3980
783973,1537
214128,2711
735916,1668
706785,2243
171773,3957
950946,2719
117066,1730
318037,4387
537564,1737
276623,3847
607210,4843
759296,2348
856326,4501
902079,3032
674960,3262
134718,3329
229363,3630
278234,3655
542441,2193
541879,3666
568012,2229
687819,3192
82977,2460
455493,3440
528615,4708
764709,1344
780765,2845
74348,4237
862236,1614
423116,3987
948961,1306
831947,1535
709273,4984
535233,2537
957700,1481
770507,2575
604072,3795
746434,3532
501540,3781
894242,4371
248221,1849
642273,3445
657583,3452
388353,1484
54368,4784
588235,1643
87528,4261
369275,4228
918359,1671
978021,4564
109406,2774
187202,2831
544245,4445
81290,5000
589607,4179
651577,1881
709285,1666
670208,4738
563208,3346
506764,4912
989152,3163
466208,4316
861755,4196
921198,2580
172362,3271
700239,3193
100539,2677
59098,4865
204661,1368
278499,4642
76632,4390
158877,4801
155269,1675
797828,3485
921734,4862
958882,3163
683940,4096
811457,3918
804275,4061
298849,3395
153689,2190
388491,2831
922573,4339
972348,3756
792202,4696
592803,3793
744678,2052
416752,3639
536687,1844
706704,3704
638563,3182
680197,1040
596852,4534
286254,3921
141205,3001
303909,3641
657892,3786
583249,1645
625231,3992
869429,4418
531542,1729
779654,4346
986326,1070
946062,3864
892193,4648
170675,2823
911904,3657
621955,4566
797614,3530
472594,2128
458045,4571
952254,3657
255129,2678
473417,2455
696850,1296
323141,4935
483865,1908
470251,3428
887600,3204
777156,4818
80700,3995
934378,1803
238819,4933
811334,1627
166255,1803
33754,3429
496106,4341
382888,4532
391122,2683
905703,2255
851454,3317
757235,1374
808000,3913
481081,3213
551242,4570
606433,4437
746761,2213
502677,2659
232160,4037
604922,1939
249310,1955
312145,1890
777878,4756
323696,3558
464000,3972
831274,4866
359319,1325
188529,2408
97725,3827
669550,1557
51106,4162
125303,4702
847584,1472
258157,3037
606315,1734
983068,4848
816356,2737
921768,4170
965384,1841
34595,3992
545997,3873
334689,3935
780436,2643
891414,3722
671435,4707
206784,4877
645881,3351
876263,1561
172690,4861
132018,1710
873004,1272
378353,4547
130155,3141
965695,3043
347652,4655
325544,2155
350101,3768
90675,3968
144835,2009
283820,3665
641124,1065
367188,1691
826626,3123
634946,4566
286504,1261
114692,3836
116160,1694
552380,3543
450619,3196
575446,3379
611142,1375
692835,1742
373799,2840
156422,4161
789183,1706
483617,2160
104179,3856
180864,3142
465859,2557
414696,4186
350441,3043
101604,4853
90666,4430
985046,2007
429063,4882
117344,2141
747391,4171
67455,4057
52219,2178
433274,1971
640626,4771
441724,2198
844251,4902
884023,2789
767101,3213
56623,4330
903531,1523
616185,2687
474861,4798
163150,3201
399415,1086
930267,1798
557695,3502
921499,2372
95087,2923
737033,4790
318595,3450
764359,4076
731097,4684
532042,1366
70816,4359
166458,4381
245988,4319
403692,4915
20577,3313
257247,1827
910423,3616
275806,2841
579407,2645
40360,1972
763217,3096
124037,4632
659812,2478
22997,3562
211661,4359
205596,4820
988573,4799
397116,1230
53291,1640
595376,2329
10679,3611
153070,4128
106581,4431
37107,4291
805865,3862
443586,2546
609186,1432
193335,2327
495865,2124
147869,2313
169745,4171
642444,4572
311836,4500
909305,2956
223285,2624
439959,1020
947713,4439
254039,3014
953126,4520
252620,3451
256584,2408
530044,2947
691105,3321
261554,4483
963621,1697
221741,1331
311691,2466
533911,4683
458183,4049
234545,1392
557127,1857
210848,2426
595604,4398
492554,4312
414104,4566
922402,1845
20713,3490
369526,3345
748910,4459
783768,2328
692945,1785
722625,2775
933368,3202
913266,1940
765819,2692
948603,2907
867733,3218
100796,3096
479135,1854
977408,2689
169674,1850
67021,1808
434137,1530
518944,4490
139628,2527
458601,2508
690027,2175
786370,4129
574713,1882
427205,2239
876428,4901
312720,2157
223114,1742
957822,4582
819810,4395
792031,3639
997835,3135
278313,1806
765908,3466
200894,4195
972192,1444
226964,2806
693412,3361
73203,4219
471956,2927
531304,4801
236978,4986
864201,2090
704687,3266
31155,4345
244895,2725
943501,2705
321450,3725
65420,1022
366348,1237
401740,4008
655619,2191
698773,4432
597253,4867
369891,1240
423075,2717
546049,3175
410370,2889
426086,2614
927799,2029
187002,1237
261646,4659
193002,4504
454861,2073
837133,3646
379631,2714
880768,1241
938106,3890
903033,4965
265811,1895
3904,1652
131618,4051
645569,3605
656340,3253
153672,4206
228712,1303
936207,1984
613630,4734
599530,4631
928547,2905
598962,2702
668878,1037
186061,1903
50797,3891
709610,1371
89528,1802
729946,1241
879787,2237
141100,4779
1202,4113
119068,4691
535462,1159
504249,3287
202022,3893
533575,4794
346642,3537
289432,4647
495386,2458
793116,1629
605123,4638
464594,1907
438791,3269
126071,4035
371793,4728
360382,4715
644012,3513
280156,3707
562840,2837
844893,4576
544645,3049
358056,3526
441222,4410
330364,4277
638436,1590
397219,1727
913991,2346
612241,4756
344614,1623
591195,1778
371785,1607
677784,4268
582626,2769
368589,4215
946165,4508
869878,4940
897005,1462
700656,1454
40022,4111
805511,2110
119408,1820
366021,3964
136790,2492
952678,3234
681210,3846
797867,3246
873960,1840
93288,2079
788417,1274
911813,1413
550177,4063
777135,4112
114393,4271
407266,2575
603810,1319
180590,2785
792474,2017
598243,1662
850478,4450
958402,2390
692420,4665
260445,3347
724806,4919
566396,2958
910161,2287
295236,4802
943053,4983
780127,2783
665761,3614
129510,2320
33297,4773
650659,3576
931263,3611
844254,3597
905397,1595
988432,1271
848115,1038
488164,1993
964029,2010
549365,3719
799176,1975
281571,3708
527712,1324
632104,3801
201111,3519
25002,3557
14523,2196
350018,2866
514088,3884
182219,3708
489795,4154
652862,1360
377728,1532
408123,3287
488659,3290
251502,2475
886228,2432
963705,1298
61501,3745
482282,2700
762920,4828
613096,1531
886204,2263
41542,2473
899136,3766
533402,4363
357703,3620
302156,2170
622907,1640
641562,4263
349281,2275
23578,2278
1771,3330
76383,1631
873293,3731
257668,2881
708876,1158
235938,3312
559721,4096
879019,4915
983854,3603
713570,3151
91065,3949
469844,3513
134330,3850
421305,4774
296549,1409
133242,1071
881378,1796
291607,4307
709615,3216
170282,4404
713817,4947
140197,2287
789351,1203
663679,4210
86070,1866
608431,3902
644816,2462
697802,3753
91203,4014
479453,2886
676014,4570
48998,1252
830178,4904
327910,2068
657967,2960
769735,3081
13756,2091
960571,2482
406842,1106
951649,3991
357687,2674
504638,2321
93901,4084
515917,4617
369829,1969
545819,4643
760834,1090
543456,4762
967573,3599
298679,2300
792301,2994
229486,1702
428988,2412
433388,3193
217723,2918
778942,4708
644809,1182
44063,1093
376912,1243
667805,4748
782300,4511
858109,1372
533816,4435
538805,3421
891421,2140
418934,1881
340171,1284
889662,2524
892091,3121
515500,4561
511433,4087
220435,1082
223231,3650
549071,2837
769238,3953
831250,4230
753660,1409
823878,4045
83594,1892
728717,3035
953127,3680
228883,4029
403022,2310
185971,2453
775839,4231
290737,3130
722183,2588
271277,2063
582104,3851
783068,4692
176602,3964
115762,2180
621605,4827
749892,4232
804376,1053
270959,1882
79049,2815
539537,4474
286595,1382
783747,3641
85121,3551
799336,2565
556771,3948
171867,1403
132516,4504
627437,4086
199520,1253
352426,1876
65404,1088
844401,1021
478639,3186
130392,4599
853775,1301
945085,1334
659859,2742
35506,1638
856485,3498
897133,2645
405802,3644
332221,2682
486029,3604
694870,3056
723094,2256
23962,1994
678581,3593
149304,2719
376019,1250
103890,2698
577938,3340
658875,4834
229424,1384
221578,2787
319148,2406
490947,4710
917116,1813
699194,2516
517247,2254
473259,1912
731344,3683
913809,1281
37892,3570
984069,4680
221582,4844
232623,4965
97907,2021
992436,4268
674170,2395
302005,3194
656284,3704
41223,1743
56860,3865
234767,3148
55152,3646
131633,1480
624536,1305
814945,3986
223295,3002
46543,3086
505574,2138
928043,2874
213336,1878
151009,3811
85549,2002
19808,1618
391350,4333
910417,2654
366015,1340
955834,3386
541239,2292
473679,1246
255238,3989
636493,1709
149487,3406
742466,2749
142372,2509
913200,3265
901552,2598
755631,2758
782460,3068
652627,3954
264708,2108
323843,4725
222277,3587
980365,1945
123535,3022
225929,2891
726123,2019
870991,4430
354042,1757
245935,3303
103745,2636
575080,1992
207356,2949
971935,2509
381317,3311
630578,4765
627379,2392
612718,3408
522859,4762
773741,4295
677467,4927
70628,2328
978163,3682
164544,2135
299468,3784
412582,2666
797745,3191
315027,4426
850851,2800
650018,1718
862838,3330
368060,2891
931775,3603
999897,1595
687932,2000
873595,1722
486777,4087
357227,2990
101191,2253
817436,1117
565581,4347
927830,2999
579401,4646
232088,1956
92516,1825
156134,3588
164503,3185
613596,1260
241952,1939
251359,3012
162806,3930
955831,4971
580560,2951
866665,2470
586598,4956
369308,2514
564421,3892
146355,3530
538557,1938
793174,2599
693617,2153
56843,1500
17153,1280
529780,3603
659413,1706
989142,1027
853968,4874
515843,1135
83356,2160
645304,1388
935320,3523
573627,1747
962730,4733
961856,2494
201393,4112
580172,1232
2591,4086
441360,3673
94807,2578
904339,1158
899003,4161
521338,2602
390902,4098
224887,1814
139851,4884
811332,3301
147822,2616
813672,1117
152862,2680
254972,1883
844256,1255
5337,4971
914280,1757
412158,1850
864642,2557
797169,3114
875897,2817
648205,3834
929184,2194
750951,3337
983481,2306
55872,4254
431394,3833
945295,2380
439940,1486
25117,2820
454883,4424
649581,2608
471193,4205
995999,4062
22065,1237
156421,4001
334557,4551
788611,4055
295629,2682
199967,4953
701047,2585
489574,2111
283477,4691
331305,2815
38134,2461
198005,4082
365145,1127
230067,2013
998727,3491
160836,3937
461769,4650
330109,1011
551284,3163
739262,4644
13635,1632
282670,4512
945145,2345
192728,4936
885142,1733
859315,4326
84336,3665
451873,4068
596703,1570
690208,4085
852483,1843
407071,3900
518615,3755
629068,3986
716843,2388
824008,3749
715294,4769
975747,1570
599005,4516
631288,3332
588192,2574
54081,1575
817906,3588
679496,3384
60191,2352
680542,1146
778087,2371
970407,2016
900072,4885
836387,1565
683032,2921
990602,2742
592974,3057
860080,1576
494345,3468
441692,1773
164561,3813
682920,4180
655910,4426
275783,1222
287799,4077
155137,3908
200870,2776
